Category,asin,Rank,Product Name,Rating,Rating Count,Price,tag,Short Name
Coffee Capsule Holders,B07SBQN3D5,28,Large-Capacity 12-Sided Polygon Elegant Coffee Pods Holder for Nespresso Vertuoline Capsule,4.5,2681,3096.54,Elegant Coffee Pods Holder,Large-Capacity 12-Sided Polygon Elegant Coffee Pods Holder for Nespresso Vertuoline Capsule
Manual Espresso Machines,B09SHT79K4,3,"Ariete 1381 Espresso Slim Metal, Coffee Machine with Pressure Gauge, Compatible with Ground Coffee and ESE Pods, 1300 W, 1.1 L Capacity, 15 Bar Pressure, ½ Cup Filter, Cappuccino Device",4,127,,Espresso Coffee Machine,Ariete 1381 Espresso Slim Metal
Semi-Automatic Espresso Machines,B00DS4767K,4,"Breville BES870BSXL The Barista Express Coffee Machine, Black Sesame",4.6,3241,89883,Espresso Coffee Machine,Breville BES870BSXL The Barista Express Coffee Machine
Semi-Automatic Espresso Machines,B07MY7L4WB,7,TECNORA Espresso Coffee Machine (Epic),3.8,158,13990,Espresso Coffee Machine,TECNORA Espresso Coffee Machine 
Espresso Machines,B00DS4767K,14,"Breville BES870BSXL The Barista Express Coffee Machine, Black Sesame",4.6,3241,89883,Espresso Coffee Machine,Breville BES870BSXL The Barista Express Coffee Machine
Espresso Machines,B0B1WRS4TL,1,"AGARO Imperial Espresso Coffee Maker, Coffee Machine, 15 Bars, Frother Wand for Espresso, Cappuccino, Steam Espresso Maker For Home, Adjustable Milk Frothing and Double Temperature Control System",4.2,1341,8999,Espresso Coffee Maker,AGARO Imperial Espresso Coffee Maker
Espresso Machines,B09PRST466,7,"Wonderchef Regalia Espresso Coffee Maker 15 Bar | Ideal for Espresso, Cappuccino, Latté, Macchiato or Ristretto at Home | with Steamer Spout for Cappuccino & Latte | 2 Years Warranty | Steel",3.8,866,9998,Espresso Coffee Maker,Wonderchef Regalia Espresso Coffee Maker 15 Bar 
"Coffee, Tea & Espresso",B0B1WRS4TL,29,"AGARO Imperial Espresso Coffee Maker, Coffee Machine, 15 Bars, Frother Wand for Espresso, Cappuccino, Steam Espresso Maker For Home, Adjustable Milk Frothing and Double Temperature Control System",4.2,1341,8999,Espresso Coffee Maker,AGARO Imperial Espresso Coffee Maker
Espresso Machines,B0BR79XCL6,4,"AGARO Regency Espresso Coffee Maker, Adjustable Pressure up to 20 Bars, Cappuccino Coffee Maker with Adjustable Foaming Milk Frother Wand for Steam Espresso, 1.2L Removable Water Tank, 1350W, White",4.3,175,9999,Espresso Coffee Maker with Adjustable Pressure and Milk Frother,AGARO Regency Espresso Coffee Maker
Espresso Machines,B0BGL7BNPM,27,Possiave Espresso Machine Cleaning Tablets and Filters for Breville Espresso Machines (8 Tablets + 12 Filters) - 1.5 Gram Cleaning Tablets & Replacement Water Filter - Espresso Cleaner Accessories,4.8,107,3532,Espresso Machine Cleaning Kit,Possiave Espresso Machine Cleaning Tablets and Filters for Breville Espresso Machines 
Espresso Machines,B07DYJVXL4,15,"Nespresso by De'Longhi Lattissima One Original Espresso Machine with Milk Frother, Black, Coffee Pod Machine",4.1,334,35880,Espresso Machine with Milk Frother,Nespresso by De'Longhi Lattissima One Original Espresso Machine with Milk Frother
Stovetop Espresso Pots,B0BRKDZZBK,1,"Sipologie Roma Moka Pot 3-Cup Espresso Maker, For Classic Italian Coffee Brewing and Great Flavoured Strong Espresso, Premium Grade Aluminium Coffee Percolator 180ml, Red",3.9,127,720,Espresso Maker,Sipologie Roma Moka Pot 3-Cup Espresso Maker
Stovetop Espresso Pots,B00KMSLHDY,9,"Nespresso Inissia Espresso Maker, Black",4.1,1497,14890,Espresso Maker,Nespresso Inissia Espresso Maker
Stovetop Espresso Pots,B000YDOMHU,21,"Primula Aluminum Espresso Maker - Aluminum - for Bold, Full Body Espresso - Easy to Use - Makes 3 Cups, Pack of 1 Silver",4.4,12391,598,Espresso Maker,Primula Aluminum Espresso Maker - Aluminum - for Bold
Stovetop Espresso Pots,B095H23KVR,4,"Harions Aluminium Italian Espresso Stove Coffee Maker Filter Coffee Percolator for 6 Cups of Coffee - Moka Pot (Silver, 300 ml)",3.9,145,699,Espresso coffee maker,Harions Aluminium Italian Espresso Stove Coffee Maker Filter Coffee Percolator for 6 Cups of Coffee - Moka Pot 
Home & Kitchen,B0CJQ6ZMC2,8,Nova Lint Remover for Clothes - Fabric Shaver Tint and Dust Remover | 1 Year Warranty |,4.5,4675,449,Fabric Lint Remover,Nova Lint Remover for Clothes - Fabric Shaver Tint and Dust Remover 
Drip Coffee Machines,B06XTMD924,16,Preethi Filter Set for Drip Cafe & Cafe Zest Coffee Maker,4.4,382,310,Filter Set for Coffee Maker,Preethi Filter Set for Drip Cafe & Cafe Zest Coffee Maker
Home & Kitchen,B00MIYM0VS,27,"Milton Thermosteel Flip Lid Flask, 1000 milliliters, Silver",4.3,94012,964,Flip Lid Flask,Milton Thermosteel Flip Lid Flask
Kettles & Tea Machines,B08RBY96WK,15,"RUMPES Travel Foldable Electric Kettle Fast Boiling Food Grade Silicone Beautiful Design Collapsible, Portable, Foldable Boil Dry Protection 600ML for Most Travel and Home & Office (Multi) 600 watts",4.2,200,549,Foldable Electric Kettle,RUMPES Travel Foldable Electric Kettle Fast Boiling Food Grade Silicone Beautiful Design Collapsible
Frying Pans,B00JFUC30Q,17,"Hawkins Futura 18 cm Frying Pan, Hard Anodised Fry Pan, Small Frying Pan, Black (AF18)",4.1,3791,764,Frying Pan,Hawkins Futura 18 cm Frying Pan
Home & Kitchen,B06VX8YR6Q,3,Ezee Black Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | 30 Pcs x Pack of 3,4.2,30580,169,Garbage bags for dustbin,Ezee Black Garbage Bags for Dustbin 
Stovetop Tea Kettles,B09RVTFZ95,1,"KELVEE 1 Liter Glass Kettle/Teapot with Stainless Steel Infuser & Lid, Borosilicate Glass Tea Kettle Stove-top Safe, Blooming & Loose Leaf Teapot (Pack of 1)",4.1,150,694,Glass Kettle/Teapot with Infuser,KELVEE 1 Liter Glass Kettle
Frying Pans,B08C5LFTRG,21,"Hawkins 26 cm Glass Lid, Toughened Glass Lid with Stainless Steel Rim, Pan Lid, Transparent (LID26G)",4.3,1225,437,Glass Lid,Hawkins 26 cm Glass Lid
Frying Pans,B09MVR5D4Z,26,"Hawkins 30 cm Grill Pan, Non Stick Die Cast Grilling Pan with Glass Lid, Square Grill Pan for Gas Stove, Ceramic Coated Pan, Roast Pan (DCGP30G) (Red)",4.5,598,1867,Grill Pan with Glass Lid,Hawkins 30 cm Grill Pan
Stovetop Tea Kettles,B07QR5ZRDM,12,"iHandikart Hand Painted Aluminum Kettle, 6 Glass, Iron Roped Stand, Brown Natural Wood Tray - Set of 9 pcs, For Office Home Diwali Decoration",4,121,1899,"Hand-painted Aluminum Kettle Set with Glass, Stand, and Tray - Set of 9 pcs",iHandikart Hand Painted Aluminum Kettle
Milk Frothers,B07ZJMFMGG,20,"Fostoy Milk Frother, USB Rechargeable Handheld Electric Foam Maker with 3 Stainless Whisks, 3-Speed Adjustable, Perfect for Bulletproof Coffee, Lattes, Cappuccino, Matcha, Hot Chocolate (large)",3.4,608,449,Handheld Electric Foam Maker,Fostoy Milk Frother
Milk Frothers,B0763K5HLQ,2,"InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother, Stainless Steel Whisk and Stand, Portable Foam Maker for Coffee, Cappuccino, Lattes, and Egg Beaters",4.1,5201,999,Handheld Electric Milk Frother,InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother
Handheld Milk Frothers,B0BQW1XXM5,2,"The Earth Store Swifther Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino, Frappe, Matcha, Egg Beater Hand Blender",3.4,1548,198,Handheld Electric Milk Frother,The Earth Store Swifther Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino
Milk Frothers,B0BQW1XXM5,5,"The Earth Store Swifther Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino, Frappe, Matcha, Egg Beater Hand Blender",3.4,1548,198,Handheld Electric Milk Frother,The Earth Store Swifther Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino
Milk Frothers,B01K8W0BZI,8,"Bean Envy Milk Frother for Coffee Handheld Battery-Operated Electric Milk and Coffee Frother, Mini Electric Drink Mixer, Foamer & Frother with Stand for Coffee, Latte, Hot Chocolates & Shakes - Black",3.9,15259,999,Handheld Electric Milk Frother,Bean Envy Milk Frother for Coffee Handheld Battery-Operated Electric Milk and Coffee Frother
"Coffee, Tea & Espresso",B0763K5HLQ,26,"InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother, Stainless Steel Whisk and Stand, Portable Foam Maker for Coffee, Cappuccino, Lattes, and Egg Beaters",4.1,5201,999,Handheld Electric Milk Frother,InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother
Hot Water Boilers & Dispensers,B001L5SSGQ,9,Breville VKJ142 Hot Cup,4.4,20290,10980,Hot Beverage Dispenser,Breville VKJ142 Hot Cup
Electric Kettles,B09Y5FZK9N,7,"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant Noodles, Soup with Auto Shut- off Feature",3.6,5645,749,Hot Water Kettle and Water Bottle Combo,Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water
Iced Tea Machines,B0095ZBJSI,1,"Takeya Iced Tea Maker with Patented Flash Chill Technology , 1 Quart, Avocado",4.6,415,5419,Iced Tea Maker,Takeya Iced Tea Maker with Patented Flash Chill Technology 
Kadhai & Woks,B0B8JDTTNN,9,Butterfly Rapid Kadai 240 Induction Base with Glass Lid (Red),3.8,224,599,Induction Base Kadai with Lid,Butterfly Rapid Kadai 240 Induction Base with Glass Lid 
Stovetop Espresso Pots,B08TN5HBPM,17,"Budan Induction Moka Pot 6 Cup Stainless Steel Espresso Maker, stovetop coffee maker",4.3,382,1399,Induction Moka Pot Espresso Maker,Budan Induction Moka Pot 6 Cup Stainless Steel Espresso Maker
Cookware,B002MPQH8U,3,"Hawkins 3 Litre Inner Lid Pressure Cooker, Stainless Steel Cooker, Wide Design Pan Cooker, Induction Cooker, Silver (HSS3W)",4.4,20083,2758,Inner Lid Pressure Cooker,Hawkins 3 Litre Inner Lid Pressure Cooker
Pots & Pans,B002MPQH8U,3,"Hawkins 3 Litre Inner Lid Pressure Cooker, Stainless Steel Cooker, Wide Design Pan Cooker, Induction Cooker, Silver (HSS3W)",4.4,20083,2758,Inner Lid Pressure Cooker,Hawkins 3 Litre Inner Lid Pressure Cooker
Stovetop Espresso Pots,B0000AN3QI,3,Bialetti Moka Express 3 Cup Espresso Maker: Italian Made; Moka Pot/Percolator/Coffee Maker/Mocha Pot for an Authentic Italian Coffee-06799,4.4,31956,3990,Italian Coffee Maker,Bialetti Moka Express 3 Cup Espresso Maker: Italian Made; Moka Pot
Stovetop Espresso Pots,B07SWZSP2S,19,3D CREATIONS 9 Cup Espresso Maker Italian Stylish Moka Pot 450ML | Percolator| Coffee Maker| Mocha Pot for an Authentic Italian,4.1,1461,1297,Italian Espresso Maker,3D CREATIONS 9 Cup Espresso Maker Italian Stylish Moka Pot 450ML 
Home & Kitchen,B09J2SCVQT,10,NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),4.3,19470,1898,Juicer Mixer Grinder,NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts 
Measuring Spoons,B09QCQ2MLL,9,INOVERA (LABEL) Plastic 12 Piece Measuring Cups and Spoons for Kitchen Cake Baking and Cooking Teaspoon Tablespoon Spoon Accessories Tools Set (Pink),4.3,4248,189,Kitchen Measuring Cups and Spoons Set,INOVERA 
Measuring Spoons,B01F7B2JCI,4,Dynore Stainless Steel Measuring Cups & Spoon Combo - Essential Kitchen Gadgets for Versatile Set for Dry or Liquid Ingredients with Handles - Set of 4 Measuring Cups and 4 Measuring Spoons,4.2,5394,239,Kitchen Measuring Set,Dynore Stainless Steel Measuring Cups & Spoon Combo - Essential Kitchen Gadgets for Versatile Set for Dry or Liquid Ingredients with Handles - Set of 4 Measuring Cups and 4 Measuring Spoons
Measuring Spoons,B08H5NYC67,6,INKULTURE Plastic Measuring Cups and Spoon Set with Ring Holder| 10 Piece Set | Multicolor,4.4,1132,199,Kitchen Measuring Set,INKULTURE Plastic Measuring Cups and Spoon Set with Ring Holder
Measuring Spoons,B08T5T753H,11,"FreshDcart sky blue Measuring Cup & Spoons for Baking 12 PCs, Cooking,Cake Kitchen Measuring Spoon",4.2,476,199,Kitchen Measuring Set,FreshDcart sky blue Measuring Cup & Spoons for Baking 12 PCs
Coffee Maker Accessories,B08H5NYC67,19,INKULTURE Plastic Measuring Cups and Spoon Set with Ring Holder| 10 Piece Set | Multicolor,4.4,1132,199,Kitchen Measuring Set,INKULTURE Plastic Measuring Cups and Spoon Set with Ring Holder
Cookware,B0B5XRDRFH,12,"Milton Pro Cook Kitchen Jewel Plus Set of 5 (Fry pan 24 cm/1.6 litres; Kadhai 24 cm/2.5 litres with Glass lid; Tawa 25 cm), Peach | Induction | Dishwasher | Hot Plate | Flame Safe",4.1,2144,1699,Kitchen cookware set,Milton Pro Cook Kitchen Jewel Plus Set of 5 
Measuring Spoons,B08L7P1894,19,"iBELL MCP08E Measuring Cups and Spoons with Copper Handle, for Cooking & Baking Cakes, Kitchen Cup and Spoon Set (8 Pieces)",3.8,104,299,Kitchen measuring set,iBELL MCP08E Measuring Cups and Spoons with Copper Handle
Home & Kitchen,B016W0ZPVU,18,"Philips 9-Watts Multipack B22 LED Cool Day White LED Bulb, Pack of 2, (Ace Saver)",4.2,50323,139,LED Bulb,Philips 9-Watts Multipack B22 LED Cool Day White LED Bulb
Home & Kitchen,B0821PYKVK,16,"Presto! Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",4.3,14015,349,Large Garbage Bags,Presto! Garbage Bags
Hot Tea Machines,B06XBYQFY4,3,TEAXPRESS EASYBREW Loose Leaf Tea Maker/Teapot/Kettle with in-built Infuser | Bottom Dispensing System | Capacity 450ml | Coaster Included,4.1,123,1000,Loose Leaf Tea Maker,TEAXPRESS EASYBREW Loose Leaf Tea Maker
Home & Kitchen,B09FSMN8QS,22,"SOPL-OLIVEWARE Teso Pro Lunch Box With Steel Cutlery,3 Microwave Safe Inner Steel Containers With Bpa Free Lids(290Ml,450Ml&600Ml)Plastic Pickle Box(130Ml)Steel Water Bottle(750Ml)-Blue,600 Ml",4.1,40823,849,"Lunch box set with cutlery, containers, pickle box, and water bottle",SOPL-OLIVEWARE Teso Pro Lunch Box With Steel Cutlery
Manual Grinders,B0B1WR3HJH,1,"AGARO Elite Manual Coffee Grinder, Ceramic Grinder with Glass jar, 6 Adjustable Settings, Stainless Steel Body, Tooth Handle, No Power, Whole Bean, Drip Coffee, Espresso, Silver",4.4,343,1199,Manual Coffee Grinder,AGARO Elite Manual Coffee Grinder
Coffee Grinders,B0B1WR3HJH,3,"AGARO Elite Manual Coffee Grinder, Ceramic Grinder with Glass jar, 6 Adjustable Settings, Stainless Steel Body, Tooth Handle, No Power, Whole Bean, Drip Coffee, Espresso, Silver",4.4,343,1199,Manual Coffee Grinder,AGARO Elite Manual Coffee Grinder
Manual Grinders,B097L5BZXH,4,"Cafe JEI Manual Coffee Grinder with Adjustable Settings - Ceramic Conical Burr Mill & Brushed Stainless Steel Body, Whole Bean Coffee Grinder for Drip Coffee, Moka Pot,French Press (Silver)",4.2,529,1149,Manual Coffee Grinder,Cafe JEI Manual Coffee Grinder with Adjustable Settings - Ceramic Conical Burr Mill & Brushed Stainless Steel Body
Manual Grinders,B08BX3HLG9,7,TIMEMORE Chestnut C2 Manual Coffee Grinder with Adjustable Setting High-Precision for Pour Over French Press Espresso Turkish or Cold Brew Suitable for Travel or Camping,4.8,120,4700,Manual Coffee Grinder,TIMEMORE Chestnut C2 Manual Coffee Grinder with Adjustable Setting High-Precision for Pour Over French Press Espresso Turkish or Cold Brew Suitable for Travel or Camping
Manual Grinders,B09S1CZLVW,8,"Bison Manual Coffee Grinder with 6 Adjustable Settings & Metal Handle Ceramic Burr Mill & Stainless Steel Body, Whole Bean Coffee Grinder for Drip Coffee, Moka Pot, French Press (Silver)",4.4,160,1199,Manual Coffee Grinder,Bison Manual Coffee Grinder with 6 Adjustable Settings & Metal Handle Ceramic Burr Mill & Stainless Steel Body
Coffee Grinders,B097L5BZXH,12,"Cafe JEI Manual Coffee Grinder with Adjustable Settings - Ceramic Conical Burr Mill & Brushed Stainless Steel Body, Whole Bean Coffee Grinder for Drip Coffee, Moka Pot,French Press (Silver)",4.2,529,1149,Manual Coffee Grinder,Cafe JEI Manual Coffee Grinder with Adjustable Settings - Ceramic Conical Burr Mill & Brushed Stainless Steel Body
Manual Grinders,B0CSWGNQKN,16,"Groenenberg Manual Coffee Beans Grinder Stainless Steel Coffee Grinder with Adjustable Grind Settings, Portable Coffee Bean Crusher, Spice Grinder with Ceramic Burr,Fr",4.2,4568,1399,Manual Coffee Grinder,Groenenberg Manual Coffee Beans Grinder Stainless Steel Coffee Grinder with Adjustable Grind Settings
Coffee Grinders,B08BX3HLG9,18,TIMEMORE Chestnut C2 Manual Coffee Grinder with Adjustable Setting High-Precision for Pour Over French Press Espresso Turkish or Cold Brew Suitable for Travel or Camping,4.8,120,4700,Manual Coffee Grinder,TIMEMORE Chestnut C2 Manual Coffee Grinder with Adjustable Setting High-Precision for Pour Over French Press Espresso Turkish or Cold Brew Suitable for Travel or Camping
Coffee Grinders,B09S1CZLVW,19,"Bison Manual Coffee Grinder with 6 Adjustable Settings & Metal Handle Ceramic Burr Mill & Stainless Steel Body, Whole Bean Coffee Grinder for Drip Coffee, Moka Pot, French Press (Silver)",4.4,160,1199,Manual Coffee Grinder,Bison Manual Coffee Grinder with 6 Adjustable Settings & Metal Handle Ceramic Burr Mill & Stainless Steel Body
Manual Grinders,B09SZ9Q538,22,Timemore Chestnut C3 Manual Coffee Grinder (Matte Black) (with S2C Burr Inside),4.8,356,6495,Manual Coffee Grinder,Timemore Chestnut C3 Manual Coffee Grinder 
Manual Grinders,B084JPN2S9,11,"InstaCuppa Manual Coffee Grinder with Conical Ceramic Burr Mill and 18 Adjustable Grind Settings for Pour Over, Espresso, French Press, Moka Pot, Aeropress, 40 Grams- Black",3.8,939,1299,Manual Coffee Grinder with Adjustable Grind Settings,InstaCuppa Manual Coffee Grinder with Conical Ceramic Burr Mill and 18 Adjustable Grind Settings for Pour Over
Coffee Grinders,B084JPN2S9,27,"InstaCuppa Manual Coffee Grinder with Conical Ceramic Burr Mill and 18 Adjustable Grind Settings for Pour Over, Espresso, French Press, Moka Pot, Aeropress, 40 Grams- Black",3.8,939,1299,Manual Coffee Grinder with Adjustable Grind Settings,InstaCuppa Manual Coffee Grinder with Conical Ceramic Burr Mill and 18 Adjustable Grind Settings for Pour Over
Milk Frothers,B08SCHR8Q1,23,"InstaCuppa Manual Hand Pump Milk Frother with Measurement Markings, Double Layer Stainless Steel Mesh Plunger Coffee Foam Maker, Includes Neoprene Sleeve for Protection, Cleaning Brush, 600 ML, Black",4.2,279,1499,Manual Hand Pump Milk Frother,InstaCuppa Manual Hand Pump Milk Frother with Measurement Markings
Manual Milk Frothers,B0BC63367L,1,"TEX-RO Coffee Frother Stainless Steel Manual Milk Frother for Coffee, Handheld Coffee Milk Frother Pitchers,Manual Operated Milk Foam Maker for Cappuccino Coffee Beater Chocolate Coffee Beater(400ml)",4.5,461,699,Manual Milk Frother,TEX-RO Coffee Frother Stainless Steel Manual Milk Frother for Coffee
Milk Frothers,B0BC63367L,9,"TEX-RO Coffee Frother Stainless Steel Manual Milk Frother for Coffee, Handheld Coffee Milk Frother Pitchers,Manual Operated Milk Foam Maker for Cappuccino Coffee Beater Chocolate Coffee Beater(400ml)",4.5,461,699,Manual Milk Frother,TEX-RO Coffee Frother Stainless Steel Manual Milk Frother for Coffee
Espresso Machines,B09K5K5D1K,18,"Freezer Stainless Steel Milk Frother Cappuccino Coffee Frother Double Froth Pump Manual Milk Frother, Stainless Steel Hand Pump (400ml)",4,117,677,Manual Milk Frother,Freezer Stainless Steel Milk Frother Cappuccino Coffee Frother Double Froth Pump Manual Milk Frother
Milk Frothers,B08593M7X7,18,"Electomania Milk Frother for Coffee, Manual Milk Frother, Stainless Steel Hand Pump Milk Frother, Cappuccino Coffee Frother Double Froth Pump (800ml)",4.2,736,899,Manual Milk Frother,Electomania Milk Frother for Coffee
Measuring Spoons,B08CCB3866,25,"INKULTURE Plastic Measuring Cups and Spoon Set with Ring Holder, 12 Piece Set, Pink",4.3,165,189,"Measuring Cups and Spoon Set with Ring Holder, 12 Piece Set",INKULTURE Plastic Measuring Cups and Spoon Set with Ring Holder
Measuring Spoons,B0BWS2MHMW,2,"Gopendra Measuring Cups Set Measuring Spoons Set, Nesting Measure Cups with Stainless Steel Handle, for Measuring Dry and Liquid Ingredients Small Teaspoon with Plastic Head (Pink)",4.6,139,299,Measuring Cups and Spoons Set,Gopendra Measuring Cups Set Measuring Spoons Set
Coffee Maker Accessories,B0BWS2MHMW,8,"Gopendra Measuring Cups Set Measuring Spoons Set, Nesting Measure Cups with Stainless Steel Handle, for Measuring Dry and Liquid Ingredients Small Teaspoon with Plastic Head (Pink)",4.6,139,299,Measuring Cups and Spoons Set,Gopendra Measuring Cups Set Measuring Spoons Set
Coffee Maker Accessories,B0B8J3SJNF,14,"Supvox® Measuring Cups and Spoons with Wood Handle Set of 8, Stainless Steel, Golden Polished Finish, Baking Tools, Dry & Liquid Measuring Cup for Cooking",4.4,111,1499,Measuring Cups and Spoons Set,Supvox® Measuring Cups and Spoons with Wood Handle Set of 8
Measuring Spoons,B08KT2H59S,3,"AXIOM Measuring Set of 8 pcs Stainless_Steel Professional Quality for Baking, Cooking, 4 Stackable Measuring Cups and 4 Stackable Measuring Spoons with Measurement Engraving Handle",4.2,804,795,Measuring Set,AXIOM Measuring Set of 8 pcs Stainless_Steel Professional Quality for Baking
Coffee Maker Accessories,B08KT2H59S,10,"AXIOM Measuring Set of 8 pcs Stainless_Steel Professional Quality for Baking, Cooking, 4 Stackable Measuring Cups and 4 Stackable Measuring Spoons with Measurement Engraving Handle",4.2,804,795,Measuring Set,AXIOM Measuring Set of 8 pcs Stainless_Steel Professional Quality for Baking
Home & Kitchen,B0821PN8L4,1,"Presto! Garbage Bags, Medium -(19 x 21 inches) - 30 bags/roll (Pack of 6, Black)",4.4,39047,379,Medium Garbage Bags,Presto! Garbage Bags
Reusable Filters,B0BVLT257W,15,MHW-3BOMBER 58.5mm Espresso Puck Screen Metal Coffee Filter Reusable Espresso Filters for 58mm Portafilter Basket 0.8mm Thickness FG5590,4.6,137,2489.58,Metal Coffee Filter,MHW-3BOMBER 58.5mm Espresso Puck Screen Metal Coffee Filter Reusable Espresso Filters for 58mm Portafilter Basket 0.8mm Thickness FG5590
Milk Frothers,B06XHWQJKN,15,"Nespresso 3694-US-BK Aeroccino3 Milk Frother, One Size, Black",4.5,7356,11999,Milk Frother,Nespresso 3694-US-BK Aeroccino3 Milk Frother
Milk Frothers,B09LMMFW3S,19,"Graidient span Milk/Coffee Frothier for Your Milk, (Cold and hot Drinks, Black)",3.6,596,227,Milk Frother,Graidient span Milk
Milk Frothers,B01JCEKE8C,22,"Nespresso 4192-US Aeroccino4 Milk Frother, (One Size, Silver, Chrome)",4.5,917,15880,Milk Frother,Nespresso 4192-US Aeroccino4 Milk Frother
Braising Casseroles,B0BVYWCPRF,2,"Hawkins Aluminium 0.75 liter Mini Casserole With Lid, Square Series Die-Cast Pan For Cooking, Reheating, Serving And Storing, Yellow (Mcsy75)",4.1,214,788,Mini Casserole Pan,Hawkins Aluminium 0.75 liter Mini Casserole With Lid
Home & Kitchen,B01LWYDEQ7,2,"Pigeon Polypropylene Mini Handy and Compact Chopper with 3 Blades for Effortlessly Chopping Vegetables and Fruits for Your Kitchen (12420, Green, 400 ml)",4,275901,174,Mini Handy Chopper,Pigeon Polypropylene Mini Handy and Compact Chopper with 3 Blades for Effortlessly Chopping Vegetables and Fruits for Your Kitchen 
Pots & Pans,B00AYC5S60,28,"Hawkins Mini Idli Stand - 12 Mini Idlis, (For 3 Litre and bigger Pressure Cooker), Silver (ID12S),Aluminium",3.9,14226,285,Mini Idli Stand,Hawkins Mini Idli Stand - 12 Mini Idlis
Cookware,B00AYC5S60,29,"Hawkins Mini Idli Stand - 12 Mini Idlis, (For 3 Litre and bigger Pressure Cooker), Silver (ID12S),Aluminium",3.9,14226,285,Mini Idli Stand,Hawkins Mini Idli Stand - 12 Mini Idlis
"Coffee, Tea & Espresso",B07B5XJ572,28,iBELL MPK120L Premium Multi Purpose Kettle/Cooker with 2 Pots 1.2 Litre (Silver),4.2,2520,1456,Multi Purpose Kettle/Cooker with 2 Pots,iBELL MPK120L Premium Multi Purpose Kettle
Espresso Machines,B096BJJ1FG,12,"Instant Pod, 3-in-1 Espresso, K-Cup Pod and Ground Coffee Maker, From the Makers of Instant Pot with Reusable Coffee Pod for Ground Coffee, 60ml to 360ml. Brew Sizes, 2 Litre Reservoir",4,1735,12999,Multi-functional Coffee Maker,Instant Pod
Kettles & Tea Machines,B071P7183Y,5,"AGARO Regency Multi Cook Kettle With Steamer, 1.2L Inner Pot, Double Layered Body, Variable Temperature Settings, Wide Mouth, Boiling, Steaming, Tea, Coffee, Egg, Vegetable Boiling, 600W, Sea Green",4.2,3904,1799,Multi-purpose Cook Kettle,AGARO Regency Multi Cook Kettle With Steamer
"Coffee, Tea & Espresso",B071P7183Y,5,"AGARO Regency Multi Cook Kettle With Steamer, 1.2L Inner Pot, Double Layered Body, Variable Temperature Settings, Wide Mouth, Boiling, Steaming, Tea, Coffee, Egg, Vegetable Boiling, 600W, Sea Green",4.2,3903,1799,Multi-purpose Cook Kettle,AGARO Regency Multi Cook Kettle With Steamer
Electric Kettles,B071P7183Y,5,"AGARO Regency Multi Cook Kettle With Steamer, 1.2L Inner Pot, Double Layered Body, Variable Temperature Settings, Wide Mouth, Boiling, Steaming, Tea, Coffee, Egg, Vegetable Boiling, 600W, Sea Green",4.2,3904,1799,Multi-purpose Electric Cook Kettle,AGARO Regency Multi Cook Kettle With Steamer
Kettles & Tea Machines,B07WNK1FFN,11,"AGARO Esteem Multi Kettle 1.2 Litre, 600 watts with 3 Heating Modes & Rapid Boil Technology (Silver) |Stainless Steel",4.2,6766,1399,Multi-purpose Electric Kettle,AGARO Esteem Multi Kettle 1.2 Litre
Electric Kettles,B07WNK1FFN,11,"AGARO Esteem Multi Kettle 1.2 Litre, 600 watts with 3 Heating Modes & Rapid Boil Technology (Silver) |Stainless Steel",4.2,6766,1399,Multi-purpose Electric Kettle,AGARO Esteem Multi Kettle 1.2 Litre
"Coffee, Tea & Espresso",B07WNK1FFN,14,"AGARO Esteem Multi Kettle 1.2 Litre, 600 watts with 3 Heating Modes & Rapid Boil Technology (Silver) |Stainless Steel",4.2,6766,1399,Multi-purpose Electric Kettle,AGARO Esteem Multi Kettle 1.2 Litre
Kettles & Tea Machines,B09Y5FZK9N,7,"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant Noodles, Soup with Auto Shut- off Feature",3.6,5645,749,Multi-purpose Electric Kettle and Water Bottle Combo,Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water
